Title,Company,Location,Experience,Description,Apply Link,Tags,Posted
"Full Stack Python Developer (Cloud, IoT, Blockchain & Agile Expertise)",Synechron,Pune,5-10 Yrs,"Job Summary:Synechron seeks an experienced Python Full Stack Developer to design, devel...",https://www.naukri.com/job-listings-full-stack-python-developer-cloud-iot-blockchain-agile-expertise-synechron-technologies-pvt-ltd-pune-5-to-10-years-010725924204,"confluence, git, jira, version control, javascript, continuous integration, kubernetes, ci/cd",4 days ago
Snowflake Developer,Infosys,Bengaluru,3-5 Yrs,"Bachelor of Engineering, BSc, BCA, MCA, MTech, MSc . Service Line Preferred Good unders...",https://www.naukri.com/job-listings-snowflake-developer-infosys-limited-bengaluru-3-to-5-years-030725924117,"snowflake, sql, etl, sdlc, agile methodology, hive, python, oracle",2 days ago
Back-End Developer,Venture Smarter,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3-8 Yrs,"Venture Smarter was founded by experts in law, finance, and strategy who saw a need fo...",https://www.naukri.com/job-listings-back-end-developer-venture-smarter-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-240625505327,"Computer science, Backend, Front end, Postgresql, Social media, Django, MySQL, Agile",1 week ago
Data Engineer,Medtronic,Hybrid - Pune,4-7 Yrs,"Experience with data warehousing solutions like Redshift, Snowflake, Databricks or Goog...",https://www.naukri.com/job-listings-data-engineer-medtronic-pune-4-to-7-years-240425023816,"Pyspark, SQL, Python, Data Engineering, Hadoop, Kafka, Hive, GCP",3+ weeks ago
Data Engineer,Capgemini,Pune,3-5 Yrs,"Capgemini InventCapgemini Invent is the digital innovation, consulting and transformati...",https://www.naukri.com/job-listings-data-engineer-capgemini-technology-services-india-limited-pune-3-to-5-years-090625915787,"python, networking, ops, design principles, aws, azure databricks, snowflake, azure data lake",3 weeks ago
Data Engineer,"NTT DATA, Inc.",Pune,4-9 Yrs,"Basic Qualifications: . 4+ years of experience supporting Software Engineering, Data En...",https://www.naukri.com/job-listings-data-engineer-ntt-data-information-processing-services-private-l-imited-pune-4-to-9-years-100625922067,"azure data lake, nosql, elastic search, cassandra, solr, core data, cloudera, python",3 weeks ago
Data Engineer,"NTT DATA, Inc.",Pune,4-9 Yrs,"Basic Qualifications: . 4+ years of experience supporting Software Engineering, Data En...",https://www.naukri.com/job-listings-data-engineer-ntt-data-information-processing-services-private-l-imited-pune-4-to-9-years-100625922000,"azure data lake, nosql, elastic search, cassandra, solr, core data, cloudera, python",3 weeks ago
Data Engineer,Caratlane,Pune,3-6 Yrs,"Educational Qualification: Bachelors/master's degree in computer science, Engineering...",https://www.naukri.com/job-listings-data-engineer-caratlane-a-tata-product-pune-3-to-6-years-280425506321,"hive, aws iam, glue, bi, pyspark, sql, bi tools, data science",3+ weeks ago
Business Technology Solutions Associate - ETL,ZS,"Pune, Gurugram",0-3 Yrs,". Bachelors or Masters degree in Business Analytics, Computer Science, MIS or related f...",https://www.naukri.com/job-listings-business-technology-solutions-associate-etl-zs-associates-india-pvt-ltd-pune-gurugram-0-to-3-years-160625907815,"ETL, algorithms, Azure, RDBMS, GCP, Big Data, data structures, AWS",2 weeks ago
Data Engineer,In Marketing We Trust,Remote,1-3 Yrs,"A good management team creates growth opportunities, embodies company values, and under...",https://www.naukri.com/job-listings-data-engineer-in-marketing-we-trust-remote-1-to-3-years-140525503537,"python, data analysis, microsoft azure, google, machine learning, data engineering, sql, r",3+ weeks ago
Data Engineer,Wissen Baum,Pune,2-5 Yrs,"Bachelor s degree (or equivalent) in computer science, information technology, engineer...",https://www.naukri.com/job-listings-data-engineer-wissen-baum-engineering-solutions-llp-pune-2-to-5-years-060824502131,"tableau, GCP, data visualization, Information technology, AWS, SQL, Python, Data Engineering",3+ weeks ago
Senior Machine Learning Engineer,Intellias,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3-7 Yrs,Excellent communication skills to effectively convey complex technical concepts to both...,https://www.naukri.com/job-listings-senior-machine-learning-engineer-intellias-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-060625502751,"Product management, Computer science, Computer vision, data science, GCP, Diversity and Inclusion, Machine learning, Manager Technology",3+ weeks ago
Senior DevOps Enginer,Turing Global India,Remote,1-5 Yrs,"Bachelor s / Master s degree in Engineering, Computer Science (or equivalent experience...",https://www.naukri.com/job-listings-senior-devops-enginer-turing-remote-1-to-5-years-140125510783,"orchestration, GCP, Debugging, Cloud, AWS, Operations, Monitoring, Python",3+ weeks ago
DevOps Engineer,Turing Global India,Remote,2-5 Yrs,"Bachelor s / Master s degree in Engineering, Computer Science (or equivalent experience...",https://www.naukri.com/job-listings-devops-engineer-turing-remote-2-to-5-years-140125510458,"Networking, GCP, devops, DNS, Management, AWS, Monitoring, Python",3+ weeks ago
DevOps Engineer,Turing Global India,Remote,3-7 Yrs,Improve the company s networking and security Deploy the product in a customer envi...,https://www.naukri.com/job-listings-devops-engineer-turing-remote-3-to-7-years-140125510269,"Linux, Networking, GCP, Cloud, Open source, big data, AWS, Analytics",3+ weeks ago
