Title,Company,Location,Experience,Description,Apply Link,Tags,Posted
Python Automation developer- Senior Engineer,Qualcomm,Hyderabad,2-7 Yrs,"Bachelors degree in Engineering, Information Systems, Computer Science, or related fiel...",https://www.naukri.com/job-listings-python-automation-developer-senior-engineer-qualcomm-india-pvt-ltd-hyderabad-2-to-7-years-110625920101,"database management, git, software engineering, api, perforce, rest, python, c++",3 weeks ago
"Automation testing, Selenium/UI/Python - PAN India (4 - 12 yrs)",Prodcon Tech services,"Hybrid - Pune, Chennai, Bengaluru",4-9 Yrs,"Hello Folks, We are hiring for Automation testing, Selenium/UI/Python "" for one of the ...",https://www.naukri.com/job-listings-automation-testing-selenium-ui-python-pan-india-4-12-yrs-prodcon-tech-services-pune-chennai-bengaluru-4-to-9-years-020725033949,"Automation Testing, Java, Pytest, Selenium, Python, Pan, Software testing, UI",2 days ago
Python Automation Engineer,Mindteck,Bengaluru,4-6 Yrs,The ideal candidate should have a strong background in scripting and automation framewo...,https://www.naukri.com/job-listings-python-automation-engineer-mindteck-bengaluru-4-to-6-years-120625012615,"API Testing, Cicd Pipeline, Selenium Automation, Pytest Framework, Agile, API, Continuous Integration, Software testing",3 weeks ago
Automation Engineer (SE),Algoshack Technologies,Bengaluru,3-5 Yrs,Job Title: Automation Engineer (SE) Job Summary: AlgoShack is seeking a hi...,https://www.naukri.com/job-listings-automation-engineer-se-algoshack-technologies-bengaluru-3-to-5-years-020525502212,"Automation, Communication protocols, Version control, GIT, Selenium, Test cases, software quality, JIRA",3+ weeks ago
Python Automation Test Engineer,Service based Fortune India 500 IT Services Firm,"Hybrid - Bangalore Rural, Bengaluru",3-6 Yrs,"Bachelors degree in computer science or related field Experience in designing, creating...",https://www.naukri.com/job-listings-python-automation-test-engineer-nr-consulting-bangalore-rural-bengaluru-3-to-6-years-160625001303,"Selenium, Pytest Framework, Python, Python Testing, Automation, Software testing, Framework, Automation testing",2 weeks ago
Python Test Automation Engineer (Selenium + BDD),Capgemini,Bengaluru,4-8 Yrs,Required Skills: . 58 years of hands-on experience in Python test automationWe are seek...,https://www.naukri.com/job-listings-python-test-automation-engineer-selenium-bdd-capgemini-bengaluru-4-to-8-years-300625026374,"Bdd Test Automation, QA Automation, Selenium, Python, Automation testing, Automation, Bdd, Software testing",4 days ago
Engineer - SDET,DTS,Bengaluru,2-7 Yrs,". More than 2 years of experience in quality engineering, heavily involved in automatio...",https://www.naukri.com/job-listings-engineer-sdet-xperi-bengaluru-2-to-7-years-140625500412,"SAN, DTS, Manual testing, Agile, Scrum, Selenium, Troubleshooting, Open source",3 weeks ago
Engineer- Camera Execution/Automation Engineer,Qualcomm,Hyderabad,4-9 Yrs,"Bachelors degree in Engineering, Information Systems, Computer Science, or related fiel...",https://www.naukri.com/job-listings-engineer-camera-execution-automation-engineer-qualcomm-india-pvt-ltd-hyderabad-4-to-9-years-110625920511,"python, android, embedded linux, computer science, debugging, rest, automation testing, isp",3 weeks ago
Senior SDET,Skuad,Gurugram,3-8 Yrs,Skill Set Role RoleSDET Why you should join Skuad NASDAQ Listed-backed hyper-growt...,https://www.naukri.com/job-listings-senior-sdet-skuad-pte-ltd-gurugram-3-to-8-years-040625500701,"Manual testing, Linux, Testing tools, Debugging, Windows mobile, Selenium, Test cases, SQL",3+ weeks ago
Senior Software Development Engineer in Test,Cyara,Hyderabad,3-6 Yrs,"setting new standards and learning from every experience. Proven experience in Python, ...",https://www.naukri.com/job-listings-senior-software-development-engineer-in-test-cyara-hyderabad-3-to-6-years-060225507085,"Manual testing, Manager Quality Assurance, Testing tools, Debugging, Performance testing, Agile, Scrum, Selenium",3+ weeks ago
Software Development Engineer In Test,Cyara,Hyderabad,3-8 Yrs,"Experience with OOP, preferably C#, and JavaScript Knowledge and experience working wit...",https://www.naukri.com/job-listings-software-development-engineer-in-test-cyara-hyderabad-3-to-8-years-010525501729,"Manual testing, Manager Quality Assurance, Testing tools, Debugging, Javascript, Performance testing, Agile, Selenium",3+ weeks ago
SDET,Bimakavach,Bengaluru,2-4 Yrs,Skills and Qualifications: . Educational Background: Bachelor s degree in Computer Scie...,https://www.naukri.com/job-listings-sdet-bimakavach-bengaluru-2-to-4-years-310525500404,"Computer science, Manager Quality Assurance, Testing tools, Javascript, Regression testing, Selenium, Test cases, JIRA",3+ weeks ago
SDET,Brillius,Bengaluru,2-7 Yrs,. Bachelors in Computer Science Engineering or related field with 7+ years of experienc...,https://www.naukri.com/job-listings-sdet-brillius-bengaluru-2-to-7-years-281024502440,"PLM, Product management, Enterprise applications, Debugging, Agile, Selenium, Open source, JIRA",3+ weeks ago
Software Developer in Test,Webcom,Mumbai,3-5 Yrs,"The ideal candidate should have strong programming skills, experience with automated te...",https://www.naukri.com/job-listings-software-developer-in-test-web-com-mumbai-3-to-5-years-270525501640,"Cloud computing, Data analysis, White box testing, Testing tools, Wordpress, Javascript, Agile, Selenium",3+ weeks ago
Software Developer in Test,Newfold Digital,Mumbai,3-5 Yrs,"The ideal candidate should have strong programming skills, experience with automated te...",https://www.naukri.com/job-listings-software-developer-in-test-newfold-digital-mumbai-3-to-5-years-270525501574,"Cloud computing, Data analysis, White box testing, Testing tools, Wordpress, Javascript, Agile, Selenium",3+ weeks ago
Python Automation Developer,Codersbrain India,Bengaluru,4-9 Yrs,python Framework and selenium/Java Experience in using any test automation Framewor...,https://www.naukri.com/job-listings-python-automation-developer-codersbrain-india-bengaluru-4-to-9-years-230823502300,"Automation, Automation testing, jenkins, Selenium, Open source, Quest, Python, Open",3+ weeks ago
"Automation Specialist, Digital Competitive Intellegence",Amazon,Chennai,4-9 Yrs,A critical aspect of this role includes facilitating process left shifts and understand...,https://www.naukri.com/job-listings-automation-specialist-digital-competitive-intellegence-amazon-development-centre-india-pvt-ltd-chennai-4-to-9-years-230525503012,"Computer science, Powershell, Process improvement, Workflow, Selenium, Ruby, Information technology, Operations",3+ weeks ago
SDET,Plumhq,Bengaluru,3-6 Yrs,. Healthcare in India is seeing a phenomenal shift with inflation in healthcare costs 3...,https://www.naukri.com/job-listings-sdet-plumhq-bengaluru-3-to-6-years-230425503151,"Health insurance, Product engineering, Load testing, Testing tools, Agile, Healthcare, Selenium, Python",3+ weeks ago
Software Development Engineer - Test ii,Horizon Therapeutics,Hyderabad,1-9 Yrs,Bachelor s degree and 3 to 5 years of computer science and engineering and Test Automat...,https://www.naukri.com/job-listings-software-development-engineer-test-ii-horizon-therapeutics-hyderabad-1-to-9-years-210525500724,"Computer science, Maven, Testing tools, Coding, Subversion, Performance testing, Selenium, Unit testing",3+ weeks ago
Senior Software Development Engineer in Test (Senior SDET),"HappyFox, Inc",Bengaluru,3-6 Yrs,"A Bachelors degree in computer science, IT, engineering, or a related field, with a gen...",https://www.naukri.com/job-listings-senior-software-development-engineer-in-test-senior-sdet-happyfox-inc-bengaluru-3-to-6-years-210324501973,"Computer science, Automation, Test scripts, Agile, Test planning, Project planning, Selenium, Project delivery",3+ weeks ago
Software Development Engineer in Test (SDET),"HappyFox, Inc",Bengaluru,2-5 Yrs,"A Bachelors degree in computer science, IT, engineering, or a related field, with a gen...",https://www.naukri.com/job-listings-software-development-engineer-in-test-sdet-happyfox-inc-bengaluru-2-to-5-years-210324501972,"Computer science, Automation, Manual testing, Javascript, Agile, Test planning, Project planning, Selenium",3+ weeks ago
QA Engineer (SDET-1) - Automation Testing,Makunai Global Technologies,Nagar,1-4 Yrs,Job Title: QA Engineer (SDET-1) - Automation Testing Location: Noida. Sector-16. ...,https://www.naukri.com/job-listings-qa-engineer-sdet-1-automation-testing-makunai-global-technologies-nagar-1-to-4-years-190525503085,"Computer science, github, Manager Quality Assurance, Test scripts, Agile, Security testing, Selenium, SDLC",3+ weeks ago
Software Development Engineer In Test (SDET),Skan,Bengaluru,4-8 Yrs,"Qualifications: . Bachelors degree in Computer Science, Engineering, or related fieldTh...",https://www.naukri.com/job-listings-software-development-engineer-in-test-sdet-skan-bengaluru-4-to-8-years-190325510719,"Automation, Manual testing, Testing tools, Performance testing, Agile, Selenium, Test cases, SDLC",3+ weeks ago
SDET,Fusion Plus Solutions,Hyderabad,2-5 Yrs,"Certification(s) Preferred: . SAFe Agilist, SAFe Scrum Master, Certified Scrum Master P...",https://www.naukri.com/job-listings-sdet-fusion-plus-solutions-inc-hyderabad-2-to-5-years-161024500275,"Manager Quality Assurance, Eclipse, Software Development Manager, Scrum, Selenium, Visual Studio, Test cases, Information technology",3+ weeks ago
Senior Software Development Engineer in Test,Doxel,Bengaluru,4-6 Yrs,"Proficiency in CI / CD (GitHub Actions, CircleCI, Buildkite) and infrastructure-as-code...",https://www.naukri.com/job-listings-senior-software-development-engineer-in-test-doxel-bengaluru-4-to-6-years-130325504437,"Computer science, Backend, Testing tools, Coding, Performance testing, Healthcare, Selenium, Forecasting",3+ weeks ago
Senior SDET,Bluevine,Bengaluru,2-4 Yrs,About Bluevine Bluevine is transforming small business banking with innovative s...,https://www.naukri.com/job-listings-senior-sdet-bluevine-bengaluru-2-to-4-years-120325501460,"Automation, Backend, Linux, Test strategy, Web testing, Test scenarios, Selenium, Python",3+ weeks ago
Software Development Engineer in Test (SDET) - Hyderabad,Livello,Hyderabad(Gachibowli),3-5 Yrs,Job Summary: We are seeking a detail-oriented and experienced Software Development Eng...,https://www.naukri.com/job-listings-software-development-engineer-in-test-sdet-hyderabad-livello-hyderabad-3-to-5-years-050625022677,"Ci Cd Pipeline, Javascript, QA Automation, Python, Selenium Testing, Testing Frameworks, Cloud Platform, Software Test Development",3+ weeks ago
IT Engineer - Automation,Maximus,Bengaluru,3-4 Yrs,". Education : Bachelors degree in Computer Science, Engineering, or related field . Cer...",https://www.naukri.com/job-listings-it-engineer-automation-maximus-india-bengaluru-3-to-4-years-050325503064,"Manager Quality Assurance, Testing tools, Debugging, Javascript, Performance testing, Selenium, software quality, Oracle",3+ weeks ago
Software Development Engineer in Test (SDET),"HappyFox, Inc",Chennai,2-5 Yrs,"Requirements: . A Bachelors degree in computer science, IT, engineering, or a related f...",https://www.naukri.com/job-listings-software-development-engineer-in-test-sdet-happyfox-inc-chennai-2-to-5-years-050224501394,"Computer science, Automation, Manual testing, Javascript, Agile, Test planning, Project planning, Selenium",3+ weeks ago
