id,match_id,content,bowler,batsman,over,ball,lemmatized,ball_type,shot_type,region
98230000000,128748,"OUT! IN THE AIR AND GONE! All over for England! India break the Edgbaston hoodoo as they register their first Test win at this venue. On a nagging length, on off, Brydon Carse clears his front leg and has a swing at it. Skies it up towards cover where Shubman Gill settles under it and catches it around his waist. 10 WICKETS in the game for Akash Deep! India win by 336 runs and draw level in the series!<br><b>Brydon Carse c S Gill b A Deep 38 (48b 5x4 1x6)</b>",Akash Deep,Brydon Carse,68,1,"out ! in the air and gone ! all over for england ! india break the edgbaston hoodoo a they register their first test win at this venue . on a nagging length , on off , brydon carse clear his front leg and ha a swing at it . sky it up towards cover where shubman gill settle under it and catch it around his waist . 10 wicket in the game for akash deep ! india win by 336 run and draw level in the series ! < br > < b > brydon carse c s gill b a deep 38 ( 48b 5x4 1x6 ) < /b >",[],[],['cover']
98210000000,128748,"Short and on off, Bashir makes room and chops it down towards backward point.",Ravindra Jadeja,Shoaib Bashir,67,6,"short and on off , bashir make room and chop it down towards backward point .",['short'],[],"['backward point', 'point']"
98170000000,128748,"Beaten! Slower through the air, fuller and outside off, Shoaib Bashir gets down for the slog sweep but fails to connect.",Ravindra Jadeja,Shoaib Bashir,67,5,"beaten ! slower through the air , fuller and outside off , shoaib bashir get down for the slog sweep but fails to connect .",['fuller'],['sweep'],[]
98150000000,128748,"Pitched way outside leg, and much slower through the air. It lands and spins sharply into the batter to hit the splice of the bat as Bashir leans ahead to defend.",Ravindra Jadeja,Shoaib Bashir,67,4,"pitched way outside leg , and much slower through the air . it land and spin sharply into the batter to hit the splice of the bat a bashir lean ahead to defend .",[],[],[]
98120000000,128748,"Much slower and the length is pulled back, on middle, Shoaib Bashir lunges and is beaten on the inside edge.",Ravindra Jadeja,Shoaib Bashir,67,3,"much slower and the length is pulled back , on middle , shoaib bashir lunge and is beaten on the inside edge .",[],['pulled'],[]
98110000000,128748,"Fuller and around leg, Bashir defends it off the front foot.",Ravindra Jadeja,Shoaib Bashir,67,2,"fuller and around leg , bashir defends it off the front foot .",['fuller'],[],[]
98060000000,128748,"Just over the stumps! Turning away, landing around leg. Bashir backs away to defend. Spins past the bat and goes over the off stump.",Ravindra Jadeja,Shoaib Bashir,67,1,"just over the stump ! turning away , landing around leg . bashir back away to defend . spin past the bat and go over the off stump .",[],[],[]
98030000000,128748,Spots Carse backing away and Akash bowls it well away from the batter's reach on the off side. Brydon Carse cannot reach and lets it go.,Akash Deep,Brydon Carse,66,6,spot carse backing away and akash bowl it well away from the batter 's reach on the off side . brydon carse can not reach and let it go .,[],[],[]
98010000000,128748,"Slanting into the right-hander, on a back of a length, Carse has a swipe across the line but fails to lay any bat on it. Gets hit near the box.",Akash Deep,Brydon Carse,66,5,"slanting into the right-hander , on a back of a length , carse ha a swipe across the line but fails to lay any bat on it . get hit near the box .",['back of a length'],[],[]
97990000000,128748,"NO BALL AND FOUR! On a nagging length, outside off, Brydon Carse swings for the hills as he looks to park it down the ground. Gets an outside edge that flies over the slip cordon for a boundary. Deep has overstepped.",Akash Deep,Brydon Carse,66,5,"no ball and four ! on a nagging length , outside off , brydon carse swing for the hill a he look to park it down the ground . get an outside edge that fly over the slip cordon for a boundary . deep ha overstepped .",[],[],[]
97940000000,128748,"On a length, on the pads, tickled down to deep fine leg for a single but no run taken.",Akash Deep,Brydon Carse,66,4,"on a length , on the pad , tickled down to deep fine leg for a single but no run taken .",[],[],['fine leg']
97910000000,128748,FOUR! Gets it away this time! Deep does well to follow the batter with a slower short ball. Brydon Carse is early into the shot again and one hand comes off the bat but gets a good enough connection this time. Hits it to the left of deep square leg for a boundary.,Akash Deep,Brydon Carse,66,3,four ! get it away this time ! deep doe well to follow the batter with a slower short ball . brydon carse is early into the shot again and one hand come off the bat but get a good enough connection this time . hit it to the left of deep square leg for a boundary .,['short'],[],['deep square leg']
97890000000,128748,"Another slower delivery but this is bowled into the wicket, over middle, Brydon Carse is early into the shot and ends up dragging it off the inner half to deep fine leg but does not take the single.",Akash Deep,Brydon Carse,66,2,"another slower delivery but this is bowled into the wicket , over middle , brydon carse is early into the shot and end up dragging it off the inner half to deep fine leg but doe not take the single .",[],[],['fine leg']
97850000000,128748,"Pace taken off by Deep, full and wide on off, Brydon Carse defends it out.",Akash Deep,Brydon Carse,66,1,"pace taken off by deep , full and wide on off , brydon carse defends it out .",['full'],[],[]
97820000000,128748,"Full and around leg, blocked out by Shoaib Bashir.",Ravindra Jadeja,Shoaib Bashir,65,6,"full and around leg , blocked out by shoaib bashir .",['full'],[],[]
97800000000,128748,"Fuller and on off, Shoaib Bashir gets forward and knocks it through the vacant mid off region for a couple of runs.",Ravindra Jadeja,Shoaib Bashir,65,5,"fuller and on off , shoaib bashir get forward and knock it through the vacant mid off region for a couple of run .",['fuller'],[],['mid off']
97780000000,128748,"Short and around leg, Shoaib Bashir pads it away.",Ravindra Jadeja,Shoaib Bashir,65,4,"short and around leg , shoaib bashir pad it away .",['short'],[],[]
97760000000,128748,"Lobbed to first slip and taken! Given out but successfully overturned by Shoaib Bashir. Pushed through from around the wicket, landing outside the line of the leg stump, Shoaib Bashir gets inside the line for the scoop. The ball sneaks past the bat and lobs off the pad towards first slip where KL Rahul takes it. The finger is raised but Bashir takes the review straight away. The UltraEdge shows no bat and the decision is overturned.",Ravindra Jadeja,Shoaib Bashir,65,3,"lobbed to first slip and taken ! given out but successfully overturned by shoaib bashir . pushed through from around the wicket , landing outside the line of the leg stump , shoaib bashir get inside the line for the scoop . the ball sneak past the bat and lob off the pad towards first slip where kl rahul take it . the finger is raised but bashir take the review straight away . the ultraedge show no bat and the decision is overturned .",[],[],[]
97730000000,128748,"Short and on middle, tucked past mid-wicket for a single by Carse.",Ravindra Jadeja,Brydon Carse,65,2,"short and on middle , tucked past mid-wicket for a single by carse .",['short'],[],[]
97690000000,128748,"Spinning away sharply, short and around off, Brydon Carse lets it be.",Ravindra Jadeja,Brydon Carse,65,1,"spinning away sharply , short and around off , brydon carse let it be .",['short'],[],[]
97660000000,128748,"SIX! Launched down the ground and the English dressing room enjoyed that! Right in the slot by Deep, a bit too full, on middle, Bashir holds his shape and tonks it flat over the long on fence for a six.",Akash Deep,Shoaib Bashir,64,6,"six ! launched down the ground and the english dressing room enjoyed that ! right in the slot by deep , a bit too full , on middle , bashir hold his shape and tonks it flat over the long on fence for a six .",['full'],[],['long on']
97650000000,128748,"PUT DOWN BY SIRAJ! On a length, on off, Brydon Carse gets the front leg out of the way and swings to go down the ground. Skies it straight up towards mid on where Mohammed Siraj never really settled under it. Siraj tried to arche back and take it behind his head but the ball clipped his fingertips and rolled behind with Siraj falling on his back.",Akash Deep,Brydon Carse,64,5,"put down by siraj ! on a length , on off , brydon carse get the front leg out of the way and swing to go down the ground . sky it straight up towards mid on where mohammed siraj never really settled under it . siraj tried to arche back and take it behind his head but the ball clipped his fingertip and rolled behind with siraj falling on his back .",[],[],['mid on']
97610000000,128748,"Dug in short, around leg, Brydon Carse ducks under it.",Akash Deep,Brydon Carse,64,4,"dug in short , around leg , brydon carse duck under it .",['short'],[],[]
97570000000,128748,"On a hard length, following the batter as he threatens to back away, Brydon Carse hops and tucks it to deep square leg but does not take the single.",Akash Deep,Brydon Carse,64,3,"on a hard length , following the batter a he threatens to back away , brydon carse hop and tuck it to deep square leg but doe not take the single .",[],[],['deep square leg']
97560000000,128748,"Pace taken off, fuller and wider on off, left alone by Carse.",Akash Deep,Brydon Carse,64,2,"pace taken off , fuller and wider on off , left alone by carse .",['fuller'],[],[]
97530000000,128748,"Deep bangs it in short, over middle and leg, Brydon Carse backs away to go through the off side but seeing the length, he drops his wrists and lets the ball go.",Akash Deep,Brydon Carse,64,1,"deep bang it in short , over middle and leg , brydon carse back away to go through the off side but seeing the length , he drop his wrist and let the ball go .",['short'],[],[]
97510000000,128748,"FOUR! Shoaib Bashir brings out the reverse on the very first ball! Very full, around leg, Bashir gets his hands through the ball quickly and reverse sweeps it uppishly but to the left of backward point for a boundary.",Ravindra Jadeja,Shoaib Bashir,63,6,"four ! shoaib bashir brings out the reverse on the very first ball ! very full , around leg , bashir get his hand through the ball quickly and reverse sweep it uppishly but to the left of backward point for a boundary .",['full'],"['reverse sweep', 'sweep']","['backward point', 'point']"
97470000000,128748,"OUT! TAKEN! GONE! A one-handed screamer from Siraj at mid-wicket! He cannot quite believe it and lies on the ground. Jadeja gets a wicket to his name! Jadeja fires it and slides it on middle. It is a bit too full in length and Josh Tongue goes for the flick shot. He, though, fails to keep it down and hits it flat and low to the right of Siraj at mid-wicket. Siraj there, throws himself to the right and dives low, and just manages to scoop the ball before the grass with his right hand. All the Indian players run towards him in celebration as England are 246/9, just one wicket away from scripting history in Edgbaston.<br><b>Josh Tongue c M Siraj b R Jadeja 2 (29b 0x4 0x6)</b>",Ravindra Jadeja,Josh Tongue,63,5,"out ! taken ! gone ! a one-handed screamer from siraj at mid-wicket ! he can not quite believe it and lie on the ground . jadeja get a wicket to his name ! jadeja fire it and slide it on middle . it is a bit too full in length and josh tongue go for the flick shot . he , though , fails to keep it down and hit it flat and low to the right of siraj at mid-wicket . siraj there , throw himself to the right and dive low , and just manages to scoop the ball before the grass with his right hand . all the indian player run towards him in celebration a england are 246/9 , just one wicket away from scripting history in edgbaston. < br > < b > josh tongue c m siraj b r jadeja 2 ( 29b 0x4 0x6 ) < /b >",['full'],['flick'],[]
97430000000,128748,"Fuller delivery, on middle, Josh Tongue blocks it to the left of the bowler.",Ravindra Jadeja,Josh Tongue,63,4,"fuller delivery , on middle , josh tongue block it to the left of the bowler .",['fuller'],[],[]
97410000000,128748,"Around the stumps, slowish delivery on a length. Slides on middle with some bounce and Josh negotiates well to dab it on the pitch.",Ravindra Jadeja,Josh Tongue,63,3,"around the stump , slowish delivery on a length . slide on middle with some bounce and josh negotiates well to dab it on the pitch .",[],[],[]
97380000000,128748,"Flat and full, on leg, Brydon Carse sweeps it behind square on the leg side for a single.",Ravindra Jadeja,Brydon Carse,63,2,"flat and full , on leg , brydon carse sweep it behind square on the leg side for a single .",['full'],['sweep'],['behind square']
97350000000,128748,"Outside leg, turning away on a length. Carse hangs back and pads it away.",Ravindra Jadeja,Brydon Carse,63,1,"outside leg , turning away on a length . carse hang back and pad it away .",[],[],[]
97320000000,128748,"Good length, just outside off, left alone.",Mohammed Siraj,Josh Tongue,62,6,"good length , just outside off , left alone .",['good length'],[],[]
97300000000,128748,"Slips in a full toss, just below the waist height, Josh Tongue's bottom hand comes off the bat as the ball hits the splice of the willow before rolling on the off side. An instant apology from Siraj to the batter.",Mohammed Siraj,Josh Tongue,62,5,"slip in a full toss , just below the waist height , josh tongue 's bottom hand come off the bat a the ball hit the splice of the willow before rolling on the off side . an instant apology from siraj to the batter .","['full toss', 'full']",[],[]
97250000000,128748,"Good-length delivery, on off, Josh Tongue blocks it on the bounce to Siraj who grabs it over his head.",Mohammed Siraj,Josh Tongue,62,4,"good-length delivery , on off , josh tongue block it on the bounce to siraj who grab it over his head .",[],[],[]
97240000000,128748,Short and going down leg. Josh ducks at it.,Mohammed Siraj,Josh Tongue,62,3,short and going down leg . josh duck at it .,['short'],[],[]
97210000000,128748,"Sharp bouncer to follow now, angling down leg, Brydon Carse aerially pulls it and the deep square leg fielder collects it on the bounce. A single taken.",Mohammed Siraj,Brydon Carse,62,2,"sharp bouncer to follow now , angling down leg , brydon carse aerially pull it and the deep square leg fielder collect it on the bounce . a single taken .",['bouncer'],['pull'],['deep square leg']
97180000000,128748,"Back of a length, on top of off. Carse hops off and stabs it on the surface.",Mohammed Siraj,Brydon Carse,62,1,"back of a length , on top of off . carse hop off and stab it on the surface .",['back of a length'],[],[]
97140000000,128748,"Tossed up outside leg, and it sharply turns away from the batter. Josh Tongue defends it off the inside half of the bat beside short leg.",Ravindra Jadeja,Josh Tongue,61,6,"tossed up outside leg , and it sharply turn away from the batter . josh tongue defends it off the inside half of the bat beside short leg .",['short'],[],[]
97100000000,128748,"Fuller ball, on leg, Josh Tongue eases it back to Jadeja.",Ravindra Jadeja,Josh Tongue,61,5,"fuller ball , on leg , josh tongue eas it back to jadeja .",['fuller'],[],[]
97070000000,128748,"Pushed through, on the leg stump, Tongue keeps it out to the leg side.",Ravindra Jadeja,Josh Tongue,61,4,"pushed through , on the leg stump , tongue keep it out to the leg side .",[],[],[]
97040000000,128748,"BEATEN! Lands on the leg stump, and it rips across the batter to beat the bat of Tongue.",Ravindra Jadeja,Josh Tongue,61,3,"beaten ! land on the leg stump , and it rip across the batter to beat the bat of tongue .",[],[],[]
97020000000,128748,"Dropped fuller and around middle and off, Josh Tongue drills it to the right of mid off and runs for the second easily.",Ravindra Jadeja,Josh Tongue,61,2,"dropped fuller and around middle and off , josh tongue drill it to the right of mid off and run for the second easily .",['fuller'],[],['mid off']
97000000000,128748,"Much fuller, on the leg stump line. Tongue gets forward and gently pushes it to short mid-wicket.",Ravindra Jadeja,Josh Tongue,61,1,"much fuller , on the leg stump line . tongue get forward and gently push it to short mid-wicket .","['fuller', 'short']",[],[]
96960000000,128748,"Straight and full, on off, Carse leans on and blocks it out safely.",Mohammed Siraj,Brydon Carse,60,6,"straight and full , on off , carse lean on and block it out safely .",['full'],[],[]
96950000000,128748,"On the fullish length again, around off, Brydon Carse strides ahead to drive to the off side, but gets it off the inside half of the bat to short mid on.",Mohammed Siraj,Brydon Carse,60,5,"on the fullish length again , around off , brydon carse stride ahead to drive to the off side , but get it off the inside half of the bat to short mid on .",['short'],['drive'],['mid on']
96900000000,128748,"Fuller, and angling into the batter, Brydon Carse tries to push it straight but inside edges onto the front pad.",Mohammed Siraj,Brydon Carse,60,4,"fuller , and angling into the batter , brydon carse try to push it straight but inside edge onto the front pad .",['fuller'],[],[]
96870000000,128748,"Too full, tailing a bit in on off, Brydon Carse takes a giant stride ahead and forces the drive to mid off.",Mohammed Siraj,Brydon Carse,60,3,"too full , tailing a bit in on off , brydon carse take a giant stride ahead and force the drive to mid off .",['full'],['drive'],['mid off']
96850000000,128748,"Nagging length, nipping away from outside off, Brydon Carse taps it away to short cover.",Mohammed Siraj,Brydon Carse,60,2,"nagging length , nipping away from outside off , brydon carse tap it away to short cover .",['short'],[],['cover']
96830000000,128748,"FOUR! Great shot! Outside off, on a length. Brydon Carse stretches forward and slaps that through point for a boundary.",Mohammed Siraj,Brydon Carse,60,1,"four ! great shot ! outside off , on a length . brydon carse stretch forward and slap that through point for a boundary .",[],[],['point']
96760000000,128748,"Fuller and around leg, Josh Tongue leans on to block it to the right of the bowler.",Ravindra Jadeja,Josh Tongue,59,6,"fuller and around leg , josh tongue lean on to block it to the right of the bowler .",['fuller'],[],[]
96740000000,128748,"One more that bites off the rough, outside leg, and spins across the stumps. It beats the bat of Josh Tongue who goes back and across to deal with it and is rapped on the pad. A gentle appeal for LBW, but the umpire Chris Gaffaney denies with a smile on his face.",Ravindra Jadeja,Josh Tongue,59,5,"one more that bite off the rough , outside leg , and spin across the stump . it beat the bat of josh tongue who go back and across to deal with it and is rapped on the pad . a gentle appeal for lbw , but the umpire chris gaffaney denies with a smile on his face .",[],[],[]
96710000000,128748,"That spun prodigiously! Lands it outside leg, giving the ball more air, and it spins across the batter and beats Josh on the outside edge.",Ravindra Jadeja,Josh Tongue,59,4,"that spun prodigiously ! land it outside leg , giving the ball more air , and it spin across the batter and beat josh on the outside edge .",[],[],[]
96680000000,128748,"Fuller now, on the leg stump, pushed back to the bowler.",Ravindra Jadeja,Josh Tongue,59,3,"fuller now , on the leg stump , pushed back to the bowler .",['fuller'],[],[]
96660000000,128748,"Length, outside leg, tapped with soft hands to the right of short leg.",Ravindra Jadeja,Josh Tongue,59,2,"length , outside leg , tapped with soft hand to the right of short leg .",['short'],[],[]
96640000000,128748,"Lifts off the rough, outside leg, spinning away from the batter. Josh Tongue just about manages to fend it to the off side with soft hands.",Ravindra Jadeja,Josh Tongue,59,1,"lift off the rough , outside leg , spinning away from the batter . josh tongue just about manages to fend it to the off side with soft hand .",[],[],[]
96580000000,128748,"Length and on off, punched to point.",Prasidh Krishna,Brydon Carse,58,6,"length and on off , punched to point .",[],[],['point']
96550000000,128748,"Slower one, just around off and full. Brydon Carse stretches forward to reach at it and gets a thick outside edge as he pushes hard on the ball. It catches the outside edge and lands on the bounce towards the gully fielder.",Prasidh Krishna,Brydon Carse,58,5,"slower one , just around off and full . brydon carse stretch forward to reach at it and get a thick outside edge a he push hard on the ball . it catch the outside edge and land on the bounce towards the gully fielder.",['full'],[],[]
96520000000,128748,"Short and outside leg, Brydon Carse ducks under it to dodge.",Prasidh Krishna,Brydon Carse,58,4,"short and outside leg , brydon carse duck under it to dodge .",['short'],[],[]
96500000000,128748,"SIX! Just sails over! Around the stumps, short and on the body. sits up nicely for someone tall like Brydon Carse. He swings through the line and nails the pull shot behind deep mid-wicket for a six.",Prasidh Krishna,Brydon Carse,58,3,"six ! just sail over ! around the stump , short and on the body . sits up nicely for someone tall like brydon carse . he swing through the line and nail the pull shot behind deep mid-wicket for a six .",['short'],['pull'],[]
96470000000,128748,"Length, on off, dabbed to wide gully.",Prasidh Krishna,Brydon Carse,58,2,"length , on off , dabbed to wide gully .",[],[],[]
96440000000,128748,"Outside leg and full, Brydon Carse tries to work that across, but gets a leading edge to the point region.",Prasidh Krishna,Brydon Carse,58,1,"outside leg and full , brydon carse try to work that across , but get a leading edge to the point region .",['full'],[],['point']
96410000000,128748,"Drags the length back, outside leg. Tongue goes back and across to dab it down to the pitch.",Ravindra Jadeja,Josh Tongue,57,6,"drag the length back , outside leg . tongue go back and across to dab it down to the pitch .",[],[],[]
96380000000,128748,"Fuller delivery, on the leg stump, Tongue pushes it to the bowler.",Ravindra Jadeja,Josh Tongue,57,5,"fuller delivery , on the leg stump , tongue push it to the bowler .",['fuller'],[],[]
96360000000,128748,"Nice and full, on middle, eased back to the bowler.",Ravindra Jadeja,Josh Tongue,57,4,"nice and full , on middle , eased back to the bowler .",['full'],[],[]
96320000000,128748,"CHANCE, PUT DOWN! KL Rahul drops a sharp catch! Jadeja lands it on the rough outside leg again, and gets a good grip from there as the ball turns sharply across the batter. Brydon Carse plays at it and gets a thick outside edge, and goes to the left of KL Rahul. Rahul there is a bit late to react and is probably beaten by the pace at which the ball came at him. Drags his both hands towards the ball, but puts it down eventually. The ball rolls behind and they cross.",Ravindra Jadeja,Brydon Carse,57,3,"chance , put down ! kl rahul drop a sharp catch ! jadeja land it on the rough outside leg again , and get a good grip from there a the ball turn sharply across the batter . brydon carse play at it and get a thick outside edge , and go to the left of kl rahul . rahul there is a bit late to react and is probably beaten by the pace at which the ball came at him . drag his both hand towards the ball , but put it down eventually . the ball roll behind and they cross .",[],[],[]
96300000000,128748,"FOUR! Shot! On leg, full in length. Brydon Carse sits down and sweeps it to deep mid-wicket for a cracking boundary.",Ravindra Jadeja,Brydon Carse,57,2,"four ! shot ! on leg , full in length . brydon carse sits down and sweep it to deep mid-wicket for a cracking boundary .",['full'],['sweep'],[]
96280000000,128748,"With a crowded field ambushing the batter, Jadeja floats it full and on the rough around leg. Carse keeps it out safely.",Ravindra Jadeja,Brydon Carse,57,1,"with a crowded field ambushing the batter , jadeja float it full and on the rough around leg . carse keep it out safely .",['full'],[],[]
96250000000,128748,"An attempted yorker, on middle, carved out back to the bowler by Josh Tongue.",Prasidh Krishna,Josh Tongue,56,6,"an attempted yorker , on middle , carved out back to the bowler by josh tongue .",['yorker'],[],[]
96210000000,128748,"BEAUTY! Just shapes into the batter, on a length, and straightens up a bit, on off. Josh Tongue is caught in the crease and plays away from the body to poke at it. Gets beaten on the outside edge by a whisker.",Prasidh Krishna,Josh Tongue,56,5,"beauty ! just shape into the batter , on a length , and straightens up a bit , on off . josh tongue is caught in the crease and play away from the body to poke at it . get beaten on the outside edge by a whisker .",[],[],[]
96190000000,128748,"Hits the deck hard, on top of middle. Josh Tongue hops across and inside the line to dab it onto the pitch.",Prasidh Krishna,Josh Tongue,56,4,"hit the deck hard , on top of middle . josh tongue hop across and inside the line to dab it onto the pitch .",[],[],[]
96160000000,128748,"Short and outside off, Josh leans back to leave.",Prasidh Krishna,Josh Tongue,56,3,"short and outside off , josh lean back to leave .",['short'],[],[]
96130000000,128748,"An appeal for LBW, but dies down as the umpire denies! Maybe doing a bit too much to slide down leg. Krishna spears it fuller and on middle and leg. Josh Tongue looks to flick it across, but the ball nips in a touch and catches the inside edge to rap on the front pad.",Prasidh Krishna,Josh Tongue,56,2,"an appeal for lbw , but dy down a the umpire denies ! maybe doing a bit too much to slide down leg . krishna spear it fuller and on middle and leg . josh tongue look to flick it across , but the ball nip in a touch and catch the inside edge to rap on the front pad .",['fuller'],['flick'],[]
96120000000,128748,"Hard length, outside off, Carse pushes it between cover and point for a single.",Prasidh Krishna,Brydon Carse,56,1,"hard length , outside off , carse push it between cover and point for a single .",[],[],"['cover', 'point']"
96080000000,128748,"Shortish and down leg, Josh Tongue stays inside the line and lets it be.",Akash Deep,Josh Tongue,55,6,"shortish and down leg , josh tongue stay inside the line and let it be .",[],[],[]
96060000000,128748,"Full and on off, pushed to cover.",Akash Deep,Josh Tongue,55,5,"full and on off , pushed to cover .",['full'],[],['cover']
96010000000,128748,"OUT! IN THE AIR AND GONE! FIVE-FER FOR AKASH DEEP! And his joy knows no bounds as he gets his name on the honours board of Edgbaston! Smart change of pace by Akash, hits the hard length, on the bodyline of the batter, but this time, he rolls his fingers to take all the pace off the ball. Jamie Smith, with the adrenaline of those two biggies, goes for another one with the pull shot but is just a bit early on the shot. Mistimes it towards Washington Sundar stationed at deep backward square leg, who runs to his right to snaffle it. Jamie Smith departs and England are 226/8. Maiden Test five-wicket haul for Akash and several Indian players scoot towards him in jubilation.<br><b>Jamie Smith (wk) c W Sundar b A Deep 88 (99b 9x4 4x6)</b>",Akash Deep,Jamie Smith,55,4,"out ! in the air and gone ! five-fer for akash deep ! and his joy know no bound a he get his name on the honour board of edgbaston ! smart change of pace by akash , hit the hard length , on the bodyline of the batter , but this time , he roll his finger to take all the pace off the ball . jamie smith , with the adrenaline of those two biggies , go for another one with the pull shot but is just a bit early on the shot . mistimes it towards washington sundar stationed at deep backward square leg , who run to his right to snaffle it . jamie smith departs and england are 226/8 . maiden test five-wicket haul for akash and several indian player scoot towards him in jubilation. < br > < b > jamie smith ( wk ) c w sundar b a deep 88 ( 99b 9x4 4x6 ) < /b >",[],['pull'],[]
96000000000,128748,"SIX MORE! That is huge! Short again from Akash, on top of off. Jamie Smith gets the ball at a comfortable height and finds the middle of the bat as he smashes into the stands behind deep mid-wicket for a cracking six.",Akash Deep,Jamie Smith,55,3,"six more ! that is huge ! short again from akash , on top of off . jamie smith get the ball at a comfortable height and find the middle of the bat a he smash into the stand behind deep mid-wicket for a cracking six .",['short'],[],[]
95950000000,128748,"SIX! Gets plenty on that! Short and over the shoulder height, Jamie Smith hangs back and pulls it over the deep backward square leg fence for a six.",Akash Deep,Jamie Smith,55,2,"six ! get plenty on that ! short and over the shoulder height , jamie smith hang back and pull it over the deep backward square leg fence for a six .",['short'],['pull'],[]
95940000000,128748,"Fuller and on middle. Carse drives it straight back to the bowler. The ball deflects off the right boot of Akash Deep and rolls through the right of mid off, but loses its steam on the way to the ropes. Yashasvi Jaiswal from mid off chases it before the boundary. Three taken.",Akash Deep,Brydon Carse,55,1,"fuller and on middle . carse drive it straight back to the bowler . the ball deflects off the right boot of akash deep and roll through the right of mid off , but loses it steam on the way to the rope . yashasvi jaiswal from mid off chase it before the boundary . three taken .",['fuller'],['drive'],['mid off']
95890000000,128748,"Well bowled! Jamie Smith shows his cards early as he backs away and Prasidh Krishna spots it. Slips in the loopy and dipping slower one, very full, on the off stump. Smith ends up jamming it out.",Prasidh Krishna,Jamie Smith,54,6,"well bowled ! jamie smith show his card early a he back away and prasidh krishna spot it . slip in the loopy and dipping slower one , very full , on the off stump . smith end up jamming it out .",['full'],[],[]
95850000000,128748,"Fuller in length, on off, knocked wide of short cover for a single.",Prasidh Krishna,Brydon Carse,54,5,"fuller in length , on off , knocked wide of short cover for a single .","['fuller', 'short']",[],['cover']
95820000000,128748,"Tighter line, on middle, on a hard length, Brydon Carse rises with the bounce and fends it down.",Prasidh Krishna,Brydon Carse,54,4,"tighter line , on middle , on a hard length , brydon carse rise with the bounce and fends it down .",[],[],[]
95800000000,128748,"FOUR! Brydon Carse is off the pair! On a back of a length, outside off, Brydon gets on top of the bounce and just punches it through point for a boundary.",Prasidh Krishna,Brydon Carse,54,3,"four ! brydon carse is off the pair ! on a back of a length , outside off , brydon get on top of the bounce and just punch it through point for a boundary .",['back of a length'],[],['point']
95770000000,128748,"Hits the bat hard and rushes the batter, on a shortish length, around off, Brydon Carse waits back to push it away on the off side. The ball hits the splice of the bat and rolls down the deck.",Prasidh Krishna,Brydon Carse,54,2,"hit the bat hard and rush the batter , on a shortish length , around off , brydon carse wait back to push it away on the off side . the ball hit the splice of the bat and roll down the deck .",[],[],[]
95740000000,128748,Wide! Short again but this sails over the head of Brydon Carse.,Prasidh Krishna,Brydon Carse,54,2,wide ! short again but this sail over the head of brydon carse .,['short'],[],[]
95720000000,128748,"Serves a bumper, over off, Jamie swivels and controls the pull towards deep square leg for a single.",Prasidh Krishna,Jamie Smith,54,1,"serf a bumper , over off , jamie swivel and control the pull towards deep square leg for a single .",[],['pull'],['deep square leg']
95690000000,128748,"Bowled from wide of the crease, on a good length, outside off, Brydon knocks it to extra cover but they do not take the single.",Akash Deep,Brydon Carse,53,6,"bowled from wide of the crease , on a good length , outside off , brydon knock it to extra cover but they do not take the single .",['good length'],[],"['extra cover', 'cover']"
95640000000,128748,"Pitched up this time, on the off stump, Carse does not move his feet and taps it to mid off.",Akash Deep,Brydon Carse,53,5,"pitched up this time , on the off stump , carse doe not move his foot and tap it to mid off .",[],[],['mid off']
95630000000,128748,"Lands it on a hard length, on off, Brydon Carse rises with the bounce and guides it down towards gully.",Akash Deep,Brydon Carse,53,4,"land it on a hard length , on off , brydon carse rise with the bounce and guide it down towards gully .",[],[],[]
95600000000,128748,"Banged in short, sharp and quick, over middle, Brydon Carse hurriedly ducks under it. The ball curves away after going past the batter but Rishabh Pant manages to collect it with a dive to his right.",Akash Deep,Brydon Carse,53,3,"banged in short , sharp and quick , over middle , brydon carse hurriedly duck under it . the ball curve away after going past the batter but rishabh pant manages to collect it with a dive to his right .",['short'],[],[]
95580000000,128748,"Attacking the off stump, on a good length, Carse gets his bat out in front to keep it out.",Akash Deep,Brydon Carse,53,2,"attacking the off stump , on a good length , carse get his bat out in front to keep it out .",['good length'],[],[]
95540000000,128748,"Sliding down leg, on a back of a length, Carse misses out on the tickle.",Akash Deep,Brydon Carse,53,1,"sliding down leg , on a back of a length , carse miss out on the tickle .",['back of a length'],[],[]
95510000000,128748,"Back to bowling it short and Krishna gets good height on this one. Around the right shoulder, Jamie Smith sways away and drops his wrists.",Prasidh Krishna,Jamie Smith,52,6,"back to bowling it short and krishna get good height on this one . around the right shoulder , jamie smith sway away and drop his wrist .",['short'],[],[]
95490000000,128748,"FOUR! Easily done! After a barrage of short balls, Prasidh Krishna looks to slip in the full ball but ends up bowling a low full toss, on middle, Smith clips it between mid-wicket and mid on for a boundary.",Prasidh Krishna,Jamie Smith,52,5,"four ! easily done ! after a barrage of short ball , prasidh krishna look to slip in the full ball but end up bowling a low full toss , on middle , smith clip it between mid-wicket and mid on for a boundary .","['full toss', 'short', 'full']",[],['mid on']
